adulterant,ingredient_category,pair_count,chem_count,cat_count
Papaya seed,Nuts and nut-derived ingredients,0,5,5
Refined oil,Dairy products and milk derivatives,3,5,85
Refined oil,Milk,2,5,408
Refined oil,Oils,0,5,495
Refined oil,Spices,0,5,351
Refined oil,Other,0,5,221
Refined oil,Natural flavoring complexes,0,5,173
Refined oil,Sweeteners,0,5,173
Refined oil,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Refined oil,Seafood,0,5,134
Refined oil,"Cereals, grains, and pulses",0,5,88
Refined oil,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Refined oil,Meats,0,5,40
Refined oil,Preservatives,0,5,35
Refined oil,Protein-based ingredients,0,5,35
Refined oil,Functional food ingredients,0,5,34
Refined oil,Gums,0,5,30
Refined oil,Flavor chemicals,0,5,17
Refined oil,Animal feed,0,5,12
Refined oil,Emulsifiers,0,5,12
Refined oil,Colors,0,5,5
Refined oil,Nuts and nut-derived ingredients,0,5,5
Saw dust,Spices,3,5,351
Saw dust,Other,1,5,221
Saw dust,Animal feed,1,5,12
Saw dust,Oils,0,5,495
Saw dust,Milk,0,5,408
Saw dust,Natural flavoring complexes,0,5,173
Saw dust,Sweeteners,0,5,173
Saw dust,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Saw dust,Seafood,0,5,134
Saw dust,"Cereals, grains, and pulses",0,5,88
Saw dust,Dairy products and milk derivatives,0,5,85
Saw dust,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Saw dust,Meats,0,5,40
Saw dust,Preservatives,0,5,35
Saw dust,Protein-based ingredients,0,5,35
Saw dust,Functional food ingredients,0,5,34
Saw dust,Gums,0,5,30
Saw dust,Flavor chemicals,0,5,17
Saw dust,Emulsifiers,0,5,12
Saw dust,Colors,0,5,5
Saw dust,Nuts and nut-derived ingredients,0,5,5
Shell eggs (conventional),Other,5,5,221
Shell eggs (conventional),Oils,0,5,495
Shell eggs (conventional),Milk,0,5,408
Shell eggs (conventional),Spices,0,5,351
Shell eggs (conventional),Natural flavoring complexes,0,5,173
Shell eggs (conventional),Sweeteners,0,5,173
Shell eggs (conventional),"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Shell eggs (conventional),Seafood,0,5,134
Shell eggs (conventional),"Cereals, grains, and pulses",0,5,88
Shell eggs (conventional),Dairy products and milk derivatives,0,5,85
Shell eggs (conventional),"Wines, musts, spirits, liquors, and vinegars",0,5,73
Shell eggs (conventional),Meats,0,5,40
Shell eggs (conventional),Preservatives,0,5,35
Shell eggs (conventional),Protein-based ingredients,0,5,35
Shell eggs (conventional),Functional food ingredients,0,5,34
Shell eggs (conventional),Gums,0,5,30
Shell eggs (conventional),Flavor chemicals,0,5,17
Shell eggs (conventional),Animal feed,0,5,12
Shell eggs (conventional),Emulsifiers,0,5,12
Shell eggs (conventional),Colors,0,5,5
Shell eggs (conventional),Nuts and nut-derived ingredients,0,5,5
Sugars,"Wines, musts, spirits, liquors, and vinegars",4,5,73
Sugars,Spices,1,5,351
Sugars,Oils,0,5,495
Sugars,Milk,0,5,408
Sugars,Other,0,5,221
Sugars,Natural flavoring complexes,0,5,173
Sugars,Sweeteners,0,5,173
Sugars,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Sugars,Seafood,0,5,134
Sugars,"Cereals, grains, and pulses",0,5,88
Sugars,Dairy products and milk derivatives,0,5,85
Sugars,Meats,0,5,40
Sugars,Preservatives,0,5,35
Sugars,Protein-based ingredients,0,5,35
Sugars,Functional food ingredients,0,5,34
Sugars,Gums,0,5,30
Sugars,Flavor chemicals,0,5,17
Sugars,Animal feed,0,5,12
Sugars,Emulsifiers,0,5,12
Sugars,Colors,0,5,5
Sugars,Nuts and nut-derived ingredients,0,5,5
Triclosan (Antimicrobial compound),Preservatives,5,5,35
Triclosan (Antimicrobial compound),Oils,0,5,495
Triclosan (Antimicrobial compound),Milk,0,5,408
Triclosan (Antimicrobial compound),Spices,0,5,351
Triclosan (Antimicrobial compound),Other,0,5,221
Triclosan (Antimicrobial compound),Natural flavoring complexes,0,5,173
Triclosan (Antimicrobial compound),Sweeteners,0,5,173
Triclosan (Antimicrobial compound),"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Triclosan (Antimicrobial compound),Seafood,0,5,134
Triclosan (Antimicrobial compound),"Cereals, grains, and pulses",0,5,88
Triclosan (Antimicrobial compound),Dairy products and milk derivatives,0,5,85
Triclosan (Antimicrobial compound),"Wines, musts, spirits, liquors, and vinegars",0,5,73
Triclosan (Antimicrobial compound),Meats,0,5,40
Triclosan (Antimicrobial compound),Protein-based ingredients,0,5,35
Triclosan (Antimicrobial compound),Functional food ingredients,0,5,34
Triclosan (Antimicrobial compound),Gums,0,5,30
Triclosan (Antimicrobial compound),Flavor chemicals,0,5,17
Triclosan (Antimicrobial compound),Animal feed,0,5,12
Triclosan (Antimicrobial compound),Emulsifiers,0,5,12
Triclosan (Antimicrobial compound),Colors,0,5,5
Triclosan (Antimicrobial compound),Nuts and nut-derived ingredients,0,5,5
Turmeric,Spices,4,5,351
Turmeric,Other,1,5,221
Turmeric,Oils,0,5,495
Turmeric,Milk,0,5,408
Turmeric,Natural flavoring complexes,0,5,173
Turmeric,Sweeteners,0,5,173
Turmeric,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Turmeric,Seafood,0,5,134
Turmeric,"Cereals, grains, and pulses",0,5,88
Turmeric,Dairy products and milk derivatives,0,5,85
Turmeric,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Turmeric,Meats,0,5,40
Turmeric,Preservatives,0,5,35
Turmeric,Protein-based ingredients,0,5,35
Turmeric,Functional food ingredients,0,5,34
Turmeric,Gums,0,5,30
Turmeric,Flavor chemicals,0,5,17
Turmeric,Animal feed,0,5,12
Turmeric,Emulsifiers,0,5,12
Turmeric,Colors,0,5,5
Turmeric,Nuts and nut-derived ingredients,0,5,5
Walnut oil,Oils,5,5,495
Walnut oil,Milk,0,5,408
Walnut oil,Spices,0,5,351
Walnut oil,Other,0,5,221
Walnut oil,Natural flavoring complexes,0,5,173
Walnut oil,Sweeteners,0,5,173
Walnut oil,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Walnut oil,Seafood,0,5,134
Walnut oil,"Cereals, grains, and pulses",0,5,88
Walnut oil,Dairy products and milk derivatives,0,5,85
Walnut oil,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Walnut oil,Meats,0,5,40
Walnut oil,Preservatives,0,5,35
Walnut oil,Protein-based ingredients,0,5,35
Walnut oil,Functional food ingredients,0,5,34
Walnut oil,Gums,0,5,30
Walnut oil,Flavor chemicals,0,5,17
Walnut oil,Animal feed,0,5,12
Walnut oil,Emulsifiers,0,5,12
Walnut oil,Colors,0,5,5
Walnut oil,Nuts and nut-derived ingredients,0,5,5
Argemone oil (Argemone Mexicana),Oils,4,4,495
Argemone oil (Argemone Mexicana),Milk,0,4,408
Argemone oil (Argemone Mexicana),Spices,0,4,351
Argemone oil (Argemone Mexicana),Other,0,4,221
Argemone oil (Argemone Mexicana),Natural flavoring complexes,0,4,173
Argemone oil (Argemone Mexicana),Sweeteners,0,4,173
Argemone oil (Argemone Mexicana),"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Argemone oil (Argemone Mexicana),Seafood,0,4,134
Argemone oil (Argemone Mexicana),"Cereals, grains, and pulses",0,4,88
Argemone oil (Argemone Mexicana),Dairy products and milk derivatives,0,4,85
Argemone oil (Argemone Mexicana),"Wines, musts, spirits, liquors, and vinegars",0,4,73
Argemone oil (Argemone Mexicana),Meats,0,4,40
Argemone oil (Argemone Mexicana),Preservatives,0,4,35
Argemone oil (Argemone Mexicana),Protein-based ingredients,0,4,35
Argemone oil (Argemone Mexicana),Functional food ingredients,0,4,34
Argemone oil (Argemone Mexicana),Gums,0,4,30
Argemone oil (Argemone Mexicana),Flavor chemicals,0,4,17
Argemone oil (Argemone Mexicana),Animal feed,0,4,12
Argemone oil (Argemone Mexicana),Emulsifiers,0,4,12
Argemone oil (Argemone Mexicana),Colors,0,4,5
Argemone oil (Argemone Mexicana),Nuts and nut-derived ingredients,0,4,5
Arrowroot,Milk,3,4,408
Arrowroot,Other,1,4,221
Arrowroot,Oils,0,4,495
Arrowroot,Spices,0,4,351
Arrowroot,Natural flavoring complexes,0,4,173
Arrowroot,Sweeteners,0,4,173
Arrowroot,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Arrowroot,Seafood,0,4,134
Arrowroot,"Cereals, grains, and pulses",0,4,88
Arrowroot,Dairy products and milk derivatives,0,4,85
Arrowroot,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Arrowroot,Meats,0,4,40
Arrowroot,Preservatives,0,4,35
Arrowroot,Protein-based ingredients,0,4,35
Arrowroot,Functional food ingredients,0,4,34
Arrowroot,Gums,0,4,30
Arrowroot,Flavor chemicals,0,4,17
Arrowroot,Animal feed,0,4,12
Arrowroot,Emulsifiers,0,4,12
Arrowroot,Colors,0,4,5
Arrowroot,Nuts and nut-derived ingredients,0,4,5
Calcium carbide,Other,4,4,221
Calcium carbide,Oils,0,4,495
Calcium carbide,Milk,0,4,408
Calcium carbide,Spices,0,4,351
Calcium carbide,Natural flavoring complexes,0,4,173
Calcium carbide,Sweeteners,0,4,173
Calcium carbide,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Calcium carbide,Seafood,0,4,134
Calcium carbide,"Cereals, grains, and pulses",0,4,88
Calcium carbide,Dairy products and milk derivatives,0,4,85
Calcium carbide,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Calcium carbide,Meats,0,4,40
Calcium carbide,Preservatives,0,4,35
Calcium carbide,Protein-based ingredients,0,4,35
Calcium carbide,Functional food ingredients,0,4,34
Calcium carbide,Gums,0,4,30
Calcium carbide,Flavor chemicals,0,4,17
Calcium carbide,Animal feed,0,4,12
Calcium carbide,Emulsifiers,0,4,12
Calcium carbide,Colors,0,4,5
Calcium carbide,Nuts and nut-derived ingredients,0,4,5
Caster oil,Oils,4,4,495
Caster oil,Milk,0,4,408
Caster oil,Spices,0,4,351
Caster oil,Other,0,4,221
Caster oil,Natural flavoring complexes,0,4,173
Caster oil,Sweeteners,0,4,173
Caster oil,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Caster oil,Seafood,0,4,134
Caster oil,"Cereals, grains, and pulses",0,4,88
Caster oil,Dairy products and milk derivatives,0,4,85
Caster oil,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Caster oil,Meats,0,4,40
Caster oil,Preservatives,0,4,35
Caster oil,Protein-based ingredients,0,4,35
Caster oil,Functional food ingredients,0,4,34
Caster oil,Gums,0,4,30
Caster oil,Flavor chemicals,0,4,17
Caster oil,Animal feed,0,4,12
Caster oil,Emulsifiers,0,4,12
Caster oil,Colors,0,4,5
Caster oil,Nuts and nut-derived ingredients,0,4,5
Caustic soda,Milk,4,4,408
Caustic soda,Oils,0,4,495
Caustic soda,Spices,0,4,351
Caustic soda,Other,0,4,221
Caustic soda,Natural flavoring complexes,0,4,173
Caustic soda,Sweeteners,0,4,173
Caustic soda,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Caustic soda,Seafood,0,4,134
Caustic soda,"Cereals, grains, and pulses",0,4,88
Caustic soda,Dairy products and milk derivatives,0,4,85
Caustic soda,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Caustic soda,Meats,0,4,40
Caustic soda,Preservatives,0,4,35
Caustic soda,Protein-based ingredients,0,4,35
Caustic soda,Functional food ingredients,0,4,34
Caustic soda,Gums,0,4,30
Caustic soda,Flavor chemicals,0,4,17
Caustic soda,Animal feed,0,4,12
Caustic soda,Emulsifiers,0,4,12
Caustic soda,Colors,0,4,5
Caustic soda,Nuts and nut-derived ingredients,0,4,5
Cereals,Other,4,4,221
Cereals,Oils,0,4,495
Cereals,Milk,0,4,408
Cereals,Spices,0,4,351
Cereals,Natural flavoring complexes,0,4,173
Cereals,Sweeteners,0,4,173
Cereals,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Cereals,Seafood,0,4,134
Cereals,"Cereals, grains, and pulses",0,4,88
Cereals,Dairy products and milk derivatives,0,4,85
Cereals,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Cereals,Meats,0,4,40
Cereals,Preservatives,0,4,35
Cereals,Protein-based ingredients,0,4,35
Cereals,Functional food ingredients,0,4,34
Cereals,Gums,0,4,30
Cereals,Flavor chemicals,0,4,17
Cereals,Animal feed,0,4,12
Cereals,Emulsifiers,0,4,12
Cereals,Colors,0,4,5
Cereals,Nuts and nut-derived ingredients,0,4,5
Chicory powder,Other,4,4,221
Chicory powder,Oils,0,4,495
Chicory powder,Milk,0,4,408
Chicory powder,Spices,0,4,351
Chicory powder,Natural flavoring complexes,0,4,173
Chicory powder,Sweeteners,0,4,173
Chicory powder,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Chicory powder,Seafood,0,4,134
Chicory powder,"Cereals, grains, and pulses",0,4,88
Chicory powder,Dairy products and milk derivatives,0,4,85
Chicory powder,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Chicory powder,Meats,0,4,40
Chicory powder,Preservatives,0,4,35
Chicory powder,Protein-based ingredients,0,4,35
Chicory powder,Functional food ingredients,0,4,34
Chicory powder,Gums,0,4,30
Chicory powder,Flavor chemicals,0,4,17
Chicory powder,Animal feed,0,4,12
Chicory powder,Emulsifiers,0,4,12
Chicory powder,Colors,0,4,5
Chicory powder,Nuts and nut-derived ingredients,0,4,5
Coffee of non-authentic botanical origin,Other,4,4,221
Coffee of non-authentic botanical origin,Oils,0,4,495
Coffee of non-authentic botanical origin,Milk,0,4,408
Coffee of non-authentic botanical origin,Spices,0,4,351
Coffee of non-authentic botanical origin,Natural flavoring complexes,0,4,173
Coffee of non-authentic botanical origin,Sweeteners,0,4,173
Coffee of non-authentic botanical origin,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Coffee of non-authentic botanical origin,Seafood,0,4,134
Coffee of non-authentic botanical origin,"Cereals, grains, and pulses",0,4,88
Coffee of non-authentic botanical origin,Dairy products and milk derivatives,0,4,85
Coffee of non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Coffee of non-authentic botanical origin,Meats,0,4,40
Coffee of non-authentic botanical origin,Preservatives,0,4,35
Coffee of non-authentic botanical origin,Protein-based ingredients,0,4,35
Coffee of non-authentic botanical origin,Functional food ingredients,0,4,34
Coffee of non-authentic botanical origin,Gums,0,4,30
Coffee of non-authentic botanical origin,Flavor chemicals,0,4,17
Coffee of non-authentic botanical origin,Animal feed,0,4,12
Coffee of non-authentic botanical origin,Emulsifiers,0,4,12
Coffee of non-authentic botanical origin,Colors,0,4,5
Coffee of non-authentic botanical origin,Nuts and nut-derived ingredients,0,4,5
Crustacean of non-authentic species,Seafood,4,4,134
Crustacean of non-authentic species,Oils,0,4,495
Crustacean of non-authentic species,Milk,0,4,408
Crustacean of non-authentic species,Spices,0,4,351
Crustacean of non-authentic species,Other,0,4,221
Crustacean of non-authentic species,Natural flavoring complexes,0,4,173
Crustacean of non-authentic species,Sweeteners,0,4,173
Crustacean of non-authentic species,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Crustacean of non-authentic species,"Cereals, grains, and pulses",0,4,88
Crustacean of non-authentic species,Dairy products and milk derivatives,0,4,85
Crustacean of non-authentic species,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Crustacean of non-authentic species,Meats,0,4,40
Crustacean of non-authentic species,Preservatives,0,4,35
Crustacean of non-authentic species,Protein-based ingredients,0,4,35
Crustacean of non-authentic species,Functional food ingredients,0,4,34
Crustacean of non-authentic species,Gums,0,4,30
Crustacean of non-authentic species,Flavor chemicals,0,4,17
Crustacean of non-authentic species,Animal feed,0,4,12
Crustacean of non-authentic species,Emulsifiers,0,4,12
Crustacean of non-authentic species,Colors,0,4,5
Crustacean of non-authentic species,Nuts and nut-derived ingredients,0,4,5
Diethylene glycol,Other,3,4,221
Diethylene glycol,"Wines, musts, spirits, liquors, and vinegars",1,4,73
Diethylene glycol,Oils,0,4,495
Diethylene glycol,Milk,0,4,408
Diethylene glycol,Spices,0,4,351
Diethylene glycol,Natural flavoring complexes,0,4,173
Diethylene glycol,Sweeteners,0,4,173
Diethylene glycol,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Diethylene glycol,Seafood,0,4,134
Diethylene glycol,"Cereals, grains, and pulses",0,4,88
Diethylene glycol,Dairy products and milk derivatives,0,4,85
Diethylene glycol,Meats,0,4,40
Diethylene glycol,Preservatives,0,4,35
Diethylene glycol,Protein-based ingredients,0,4,35
Diethylene glycol,Functional food ingredients,0,4,34
Diethylene glycol,Gums,0,4,30
Diethylene glycol,Flavor chemicals,0,4,17
Diethylene glycol,Animal feed,0,4,12
Diethylene glycol,Emulsifiers,0,4,12
Diethylene glycol,Colors,0,4,5
Diethylene glycol,Nuts and nut-derived ingredients,0,4,5
"Ethanol, methanol, or water","Wines, musts, spirits, liquors, and vinegars",4,4,73
"Ethanol, methanol, or water",Oils,0,4,495
"Ethanol, methanol, or water",Milk,0,4,408
"Ethanol, methanol, or water",Spices,0,4,351
"Ethanol, methanol, or water",Other,0,4,221
"Ethanol, methanol, or water",Natural flavoring complexes,0,4,173
"Ethanol, methanol, or water",Sweeteners,0,4,173
"Ethanol, methanol, or water","Fruit juices, concentrates, jams, purees, and preserves",0,4,167
"Ethanol, methanol, or water",Seafood,0,4,134
"Ethanol, methanol, or water","Cereals, grains, and pulses",0,4,88
"Ethanol, methanol, or water",Dairy products and milk derivatives,0,4,85
"Ethanol, methanol, or water",Meats,0,4,40
"Ethanol, methanol, or water",Preservatives,0,4,35
"Ethanol, methanol, or water",Protein-based ingredients,0,4,35
"Ethanol, methanol, or water",Functional food ingredients,0,4,34
"Ethanol, methanol, or water",Gums,0,4,30
"Ethanol, methanol, or water",Flavor chemicals,0,4,17
"Ethanol, methanol, or water",Animal feed,0,4,12
"Ethanol, methanol, or water",Emulsifiers,0,4,12
"Ethanol, methanol, or water",Colors,0,4,5
"Ethanol, methanol, or water",Nuts and nut-derived ingredients,0,4,5
Flour,Milk,3,4,408
Flour,Spices,1,4,351
Flour,Oils,0,4,495
Flour,Other,0,4,221
Flour,Natural flavoring complexes,0,4,173
Flour,Sweeteners,0,4,173
Flour,"Fruit juices, concentrates, jams, purees, and preserves",0,4,167
Flour,Seafood,0,4,134
Flour,"Cereals, grains, and pulses",0,4,88
Flour,Dairy products and milk derivatives,0,4,85
Flour,"Wines, musts, spirits, liquors, and vinegars",0,4,73
Flour,Meats,0,4,40
Flour,Preservatives,0,4,35
Flour,Protein-based ingredients,0,4,35
Flour,Functional food ingredients,0,4,34
Flour,Gums,0,4,30
Flour,Flavor chemicals,0,4,17
Flour,Animal feed,0,4,12
Flour,Emulsifiers,0,4,12
Flour,Colors,0,4,5
