ingredient,function,form,id_test,assay,type,sort_name
"Sodium Phosphate, Tribasic","Antimicrobial, Buffer, Emulsifier, Nutrient",White Crystals Or Granules Or As A Crystalline Material,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumphosphatetribasic
"Sodium Polyphosphates, Glassy","Emulsifier, Sequestrant, Texturizer","Colorless Or White, Transparent Platelets, Granules, Or Powders",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumpolyphosphatesglassy
Sodium Potassium Tartrate,"Buffer, Sequestrant","Colorless Crystals Or White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Sodiumpotassiumtartrate
Sodium Potassium Tripolyphosphate,"Sequestrant, Texturizer","White, Slightly Hygroscopic Granules Or As A Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumpotassiumtripolyphosphate
Sodium Propionate,"Mold Inhibitor, Preservative","White Or Colorless, Transparent Crystals Or As A Granular, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumpropionate
Sodium Pyrophosphate,"Buffer, Emulsifier, Nutrient, Sequestrant, Texturizer","Colorless Or White Crystals Or As A White, Crystalline Or Granular Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumpyrophosphate
Sodium Saccharin,Non Nutritive Sweetener,"White Crystals Or As A White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumsaccharin
Sodium Sesquicarbonate,"Buffer, Neutralizer In Dairy Products, P H Control Agent",White Crystals Or Flakes Or As A Crystalline Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumsesquicarbonate
Sodium Stearoyl Lactylate,"Dough Conditioner, Emulsifier, Stabilizer, Whipping Agent",Cream Colored Powder Or Brittle Solid,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumstearoyllactylate
Sodium Stearyl Fumarate,Dough Conditioner,"Fine, White Powder",Infrared absorption,Procedure,pending,Sodiumstearylfumarate
Sodium Sulfate,Agent In Caramel Production,"Colorless Crystals Or Fine, White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumsulfate
Sodium Sulfite,"Antioxidant, Bleaching Agent, Preservative",White Or Tan To Slightly Pink Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumsulfite
Sodium Tartrate,Sequestrant,"Transparent, Colorless Crystals",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumtartrate
Sodium Thiosulfate,"Antioxidant, Sequestrant","Large, Colorless Crystals Or As A Coarse, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Sodiumthiosulfate
Sodium Trimetaphosphate,Starch Modifying Agent,"White Crystals Or As A White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumtrimetaphosphate
Sodium Tripolyphosphate,"Emulsifier, Sequestrant","White, Slightly Hygroscopic Granules Or As A Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumtripolyphosphate
Solin Oil,"Coating Agent, Texturizer",Light Yellow Oil,Fatty acid composition,None,pending,Solinoil
Sorbic Acid,"Mold Inhibitor, Preservative","Colorless Needles Or As A White To Off White, Free Flowing Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sorbicacid
Sorbitan Monolaurate,"Emulsifier, Stabilizer","Amber Colored, Oily, Viscous Liquid; Light Cream To Tan Beads Or Flakes; Or A Hard, Waxy Solid",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Sorbitanmonolaurate
Sorbitan Monooleate,"Emulsifier, Stabilizer","Amber Colored, Oily, Viscous Liquid; Light Cream To Tan Beads Or Flakes; Or A Hard, Waxy Solid",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Sorbitanmonooleate
Sorbitan Monopalmitate,"Emulsifier, Stabilizer","Light Cream To Tan Beads Or Flakes, Or A Hard, Waxy Solid",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Sorbitanmonopalmitate
Sorbitan Monostearate,"Defoaming Agent, Emulsifier, Stabilizer","Off White To Tan Colored, Hard, Waxy Solid",All ID tests listed in monograph,All assays listed in monograph,pending,Sorbitanmonostearate
Sorbitan Tristearate,Emulsifier,"Light Cream To Tan Beads Or Flakes, Or A Hard, Waxy Solid",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Sorbitantristearate
Sorbitol,"Humectant, Nutritive Sweetener, Texturizing Agent","White Powder, Granules, Or Crystalline Masses",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sorbitol
Sorbitol Solution,"Humectant, Nutritive Sweetener, Texturizing Agent","Clear, Colorless, Syrupy Liquid",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sorbitolsolution1
Soybean Oil (Unhydrogenated),"Coating Agent, Texturizer",Light Amber Colored Oil,Fatty acid composition,None,pending,Soybeanoilunhydrogenated1
High Oleic Soybean Oil (Unhydrogenated),"Coating Agent, Source Of Oleic Acid, Texturizer",Light Amber Colored Oil,Fatty acid composition,Oleic acid content,pending,Soybeanoilunhydrogenated2
Soy Protein Concentrate,"Protein Supplement, Stabilizer And Thickener, Texturizing Agent, Water And Fat Binder","Powder Or Granules, Textured Flakes, Or Textured Chunks, With Color Ranging From Off White To Tan",Procedure,None,high_suscept,Soyproteinconcentrate
Spearmint Oil,Flavoring Agent,"Colorless, Yellow, Or Green Yellow Liquid",Infrared spectra,Procedure,high_suscept,Spearmintoil
Spice Oleoresins,"Color (Oleoresins Paprika And Turmeric Only), Flavoring Agent",See Monograph,Volatile oil content,None,pending,Spiceoleoresins
Spike Lavender Oil,Flavoring Agent,Pale Yellow To Yellow Liquid,Infrared spectra,Linalool Dtermination,high_suscept,Spikelavenderoil
Stannous Chloride,"Antioxidant, Reducing Agent",White Or Colorless Crystals,All ID tests listed in monograph,All assays listed in monograph,pending,Stannouschloride
Starter Distillate,Flavoring Agent,"Clear, Yellow, Water Soluble Liquid",None,Diacetyl,pending,Starterdistillate
Stearic Acid,,"Hard, White Or Faintly Yellow, Somewhat Glossy And Crystalline Solid Or As A White Or Yellow White Powder",None,None,pending,Stearicacid
Stearyl Citrate,"Antioxidant, Emulsifier, Sequestrant, Surface Active Agent","Cream Colored, Unctuous Substance",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Stearylcitrate
Stearyl Monoglyceridyl Citrate,Emulsion Stabilizer,"Soft, Off White To Tan, Waxy Solid Having A Lardlike Consistency",None,None,pending,Stearylmonoglyceridylcitrate
Succinic Acid,"Buffer, Neutralizing Agent",Colorless Or White Crystals,Infrared absorption,Procedure,high_suscept_id,Succinicacid
Succinylated Monoglycerides,"Dough Conditioner, Emulsifier",Waxy Solids Having An Off White Color,None,None,high_suscept_id,Succinylatedmonoglycerides
Sucralose,"Flavor Enhancer, Non Nutritive Sweetener","White To Off White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sucralose
Sucrose,"Formulation Aid, Nutritive Sweetener, Texturizing Aid","White, Crystalline Solid",Optical (specific) rotation,Procedure,pending,Sucrose
Sucrose Acetate Isobutyrate,Stabilizer,"Clear, Pale Yellow, Viscous Liquid",Infrared spectra,Procedure,pending,Sucroseacetateisobutyrate
Sucrose Fatty Acid Esters,"Emulsifier, Stabilizer, Texturizer","Stiff Gel, Soft Solid, Or White To Slightly Gray White Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sucrosefattyacidesters
Sugar Beet Fiber,"Anticaking Agent, Binding Agent, Bulking Agent, Dispersing Agent, Source Of Dietary Fiber, Stabilizing Agent, Texturizing Agent, Thickening Agent","Various Grades From Coarse Fibrous Flakes To Fine, Free Flowing Powders",All ID tests listed in monograph,All assays listed in monograph,pending,Sugarbeetfiber
Sulfur Dioxide,"Antioxidant, Bleaching Agent, Preservative","Colorless, Nonflammable Gas Under Normal Conditions Of Temperature And Pressure",Sulfite,Procedure,pending,Sulfurdioxide
Sulfuric Acid,Acidifier,"Clear, Colorless Or Slightly Brown, Oily Liquid",Sulfate,Procedure,pending,Sulfuricacid
Sunflower Oil (Unhydrogenated),"Coating Agent, Texturizer",Light Amber Colored Oil,Fatty acid composition,None,high_suscept,Sunfloweroilunhydrogenated
Sunset Yellow,Color,Brown Orange Powder Or Granules,Procedure,Total color,pending,Sunsetyellow
Synthetic Iron Oxide,Color,See Monograph,None,Assay for iron (III),pending,Syntheticironoxide
D Tagatose,Sweetener,White Crystal Or Powder,Infrared absorption spectra,Procedure,low_suscept,Tagatose1
Tagetes Extract,Color,Dark Yellow To Brown Liquid,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Tagetesextract
Talc,"Anticaking Agent, Coating Agent, Lubricating And Release Agent, Surface Finishing Agent, Texturizing Agent","White To Gray White, Unctuous Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Talc
Tallow,"Coating Agent, Texturizer",Off White Fat,Fatty acid composition,None,pending,Tallow
"Tangerine Oil, Coldpressed",Flavoring Agent,Red Orange To Brown Orange Liquid,Infrared spectra,None,high_suscept,Tangerineoilcoldpressed
Tannic Acid,"Clarifying Agent, Flavor Enhancer, Flavoring Adjuvant, Flavoring Agent","Amorphous Powder, Glistening Scales, Or Spongy Masses, Varying In Color From Yellow White To Light Brown",All ID tests listed in monograph,All assays listed in monograph,pending,Tannicacid
Tara Gum,"Stabilizer, Thickener",White To Tan Powder,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Taragum
Tarragon Oil,Flavoring Agent,Pale Yellow To Amber Liquid,Infrared spectra,None,high_suscept,Tarragonoil
Tartaric Acid,"Acidifier, Flavoring Agent, Sequestrant","Colorless Or Translucent Crystals Or As A White, Fine To Granular, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Tartaricacid
Tartrazine,Color,Yellow Orange Powder Or Granules,Procedure,Total color,pending,Tartrazine
Tbhq,Antioxidant,"White, Crystalline Solid",Procedure,Procedure,pending,Tbhq
"Terpene Resin, Natural",Masticatory Substance In Chewing Gum Base,"Pale Yellow To Yellow, Solid, Thermoplastic Resin",None,None,high_suscept,Terpeneresinnatural
"Terpene Resin, Synthetic",Masticatory Substance In Chewing Gum Base,"Pale Yellow To Yellow, Solid, Thermoplastic Resin",None,None,pending,Terpeneresinsynthetic
Alpha Terpinene,Flavoring Agent,Colorless Liquid,None,Procedure,pending,Terpinene4
Gamma Terpinene,Flavoring Agent,Colorless Liquid,None,Procedure,pending,Terpinene6
Terpinen 4 Ol,Flavoring Agent,Colorless To Pale Yellow Liquid,None,Procedure,pending,Terpinenol
Alpha Terpineol,Flavoring Agent,"Colorless, Viscous Liquid; High Purity Material May Solidify",Infrared spectra,Procedure,pending,Terpineol
Terpinyl Acetate,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Terpinylacetate
Terpinyl Propionate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Terpinylpropionate
Delta Tetradecalactone,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Tetradecalactone
Tetrahydrofurfuryl Alcohol,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Tetrahydrofurfurylalcohol
Tetrahydrolinalool,Flavoring Agent,Colorless Liquid,None,Procedure,pending,Tetrahydrolinalool
"2,3,5,6 Tetramethylpyrazine",Flavoring Agent,"White, Crystalline Solid Or Powder",Infrared spectra,Procedure,pending,Tetramethylpyrazine
Thaumatin,"Flavor Enhancer, Sweetener",Cream Colored Powder,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Thaumatin
Thiamine Hydrochloride,Nutrient,"Small, White To Yellow White Crystals Or Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Thiaminehydrochloride
Thiamine Mononitrate,Nutrient,White To Yellow White Crystals Or Crystalline Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Thiaminemononitrate
L Threonine,Nutrient,"White, Crystalline Powder",Infrared absorption,Procedure,high_suscept_id,Threonine3
Thyme Oil,Flavoring Agent,"Colorless, Yellow, Or Red Liquid",Infrared spectra,Phenols,high_suscept,Thymeoil
Thymol,Flavoring Agent,White Crystals,Infrared spectra,Procedure,pending,Thymol
Titanium Dioxide,Color,"White, Amorphous Powder",Procedure,Procedure,high_suscept_id,Titaniumdioxide
All Rac Alpha Tocopherol,"Antioxidant, Nutrient","Yellow To Amber, Clear, Viscous Oil",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Tocopherol
All Rac Alpha Tocopheryl Acetate,Nutrient,"Colorless To Yellow Or Green Yellow, Clear, Viscous Oil",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Tocopherolacetate
Rrr Alpha Tocopherol Concentrate,"Antioxidant, Nutrient","Brown Red To Light Yellow, Clear, Viscous Oil",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Tocopherolconcentrate
"Rrr Tocopherols Concentrate, Mixed","Antioxidant, Nutrient (High Alpha Type Only)","Brown Red To Light Yellow, Clear, Viscous Oil",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Tocopherolsconcentratemixed
Rrr Alpha Tocopheryl Acetate,Nutrient,"Colorless To Yellow, Clear, Viscous Oil",All ID tests listed in monograph,All assays listed in monograph,pending,Tocopherylacetate
Rrr Alpha Tocopheryl Acetate Concentrate,Nutrient,"Light Brown To Light Yellow, Clear, Viscous Oil",All ID tests listed in monograph,All assays listed in monograph,pending,Tocopherylacetateconcentrate
Rrr Alpha Tocopheryl Acid Succinate,Nutrient,"White To Off White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Tocopherylacidsuccinate
P Tolualdehyde,Flavoring Agent,Colorless Liquid,None,Procedure,pending,Tolualdehyde
"Tolualdehyde, Mixed Isomers",Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Tolualdehydemixedisomers
P Tolyl Isobutyrate,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Tolylisobutyrate
Tragacanth,"Emulsifier, Stabilizer, Thickener",See Monograph,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Tragacanth
Trehalose,"Humectant, Nutritive Sweetener, Stabilizer, Texturizer, Thickener","Nonhygroscopic, White, Crystalline Powder",Infrared absorption,Procedure,low_suscept,Trehalose
Triacetin,"Humectant, Solvent","Colorless, Somewhat Oily Liquid",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Triacetin
Tributyrin,Flavoring Agent,"Colorless, Somewhat Oily Liquid",Infrared spectra,Procedure,pending,Tributyrin
Trichloroethylene,Extraction Solvent,"Clear, Colorless Liquid Free From Sediment And Suspended Matter",Procedure,None,high_suscept_id,Trichloroethylene
2 Tridecanone,Flavoring Agent,White To Pale Yellow Solid,Infrared spectra,Procedure,pending,Tridecanone
2 Tridecenal,Flavoring Agent,White Or Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Tridecenal
Triethyl Citrate,Solvent,"Practically Colorless, Oily Liquid",None,Procedure,high_suscept_id,Triethylcitrate
Trimethylamine,Flavoring Agent,Gas,None,Procedure,pending,Trimethylamine
"2,4,5 Trimethyl Delta 3 Oxazoline",Flavoring Agent,Yellow Orange Liquid,Infrared spectra,Procedure,pending,Trimethyldeltaoxazoline
"3,5,5 Trimethyl Hexanal",Flavoring Agent,Colorless To Pale Yellow Liquid,None,Procedure,pending,Trimethylhexanal
"2,3,5 Trimethylpyrazine",Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Trimethylpyrazine
Dl Tryptophan,Nutrient,White Crystals Or Crystalline Powder,Infrared spectra,Procedure,high_suscept_id,Tryptophan2
L Tryptophan,Nutrient,White To Yellow White Crystals Or Crystalline Powder,Infrared absorption,Procedure,high_suscept_id,Tryptophan3
L Tyrosine,Nutrient,"Colorless, Silky Needles Or A White, Crystalline Powder",Infrared absorption,Procedure,high_suscept_id,Tyrosine3
Delta Undecalactone,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Undecalactone
Gamma Undecalactone,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Undecalactone6
Undecanal,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Undecanal
2 Undecanone,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Undecanone
"1,3,5 Undecatriene",Flavoring Agent,"Clear, Colorless To Pale Yellow Liquids",Infrared spectra,Procedure,pending,Undecatriene
10 Undecenal,Flavoring Agent,Colorless To Light Yellow Liquid,Infrared spectra,Procedure,pending,Undecenal
(E) 2 Undecenol,Flavoring Agent,White To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Undecenol
Undecyl Alcohol,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Undecylalcohol
Urea,Fermentation Aid,"White, Prismatic, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Urea
Valeraldehyde,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Valeraldehyde
Valeric Acid,Flavoring Agent,"Pale Yellow, Mobile Liquid",Infrared spectra,Procedure,pending,Valericacid
Gamma Valerolactone,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Valerolactone6
L Valine,Nutrient,"White, Crystalline Powder",Infrared absorption,Procedure,high_suscept_id,Valine3
Vanillin,Flavoring Agent,"Fine, White To Slightly Yellow Crystals, Usually Needles",Infrared spectra,Procedure,pending,Vanillin
Vegetable Oil Phytosterol Esters,Source Of Phytoesterols,"Lighty Yellow, Thick Liquid To Waxy Solid At Room Temperature",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Vegetableoilphytosterolesters
Veratraldehyde,Flavoring Agent,White To Tan Or Blue Gray Flakes Or As A Solid,None,Procedure,pending,Veratraldehyde
Vitamin A,Nutrient,Light Yellow To Red Oil That May Solidify On Refrigeration (Liquid Form); Or Solid Form,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Vitamina
Vitamin B12,Nutrient,Dark Red Crystals Or An Amorphous Or Crystalline Powder,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Vitaminb12
Vitamin D2,Nutrient,White Crystals,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Vitamind2
Vitamin D3,Nutrient,White Crystals,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Vitamind3
Vitamin K,Nutrient,"Clear, Yellow To Amber, Very Viscous Liquid",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Vitamink
Wheat Gluten,"Dough Strengthener, Nutrient, Stabilizer, Surface Finishing Agent, Texturizing Agent, Thickener","Cream To Light Tan, Free Flowing Powder",Procedure,Protein,high_suscept,Wheatgluten
Wheat Protein Isolate,"Emulsifier, Foaming Agent, Gelling Agent, Nutrient, Texturizer, Water Binding Aid",Powder,Procedure,Protein,high_suscept_id,Wheatproteinisolate
Whey,"Nutrient, Texturizer",Liquid Or Dry Product,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Whey
Whey Protein Concentrate,"Emulsifier, Gelling Agent, Nutrient, Texturizer, Water Binding Aid",Liquid Or Dry Product,Procedure,None,high_suscept,Wheyproteinconcentrate
Whey Protein Isolate,"Edible Coating Used As A Moisture Barrier, Emulsifier, Foaming Or Whipping Aid, Gelling Agent, Source Of High Quality Protein, Water Binding Agent",Liquid Or Dry Product,Procedure,None,high_suscept,Wheyproteinisolate
"Whey, Reduced Lactose","Emulsifier, Nutrient, Texturizer",Liquid Or Dry Product,Procedure,None,high_suscept,Wheyreducedlactose
"Whey, Reduced Minerals","Nutrient, Texturizer",Liquid Or Dry Product,Procedure,None,high_suscept,Wheyreducedminerals
Wintergreen Oil,Flavoring Agent,Colorless To Yellow Liquid,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Wintergreenoil
Xanthan Gum,"Bodying Agent, Emulsifier, Foam Enhancer, Stabilizer, Suspending Agent, Thickener",Cream Colored Powder,Procedure,Alginates assay,high_suscept,Xanthangum
Xylitol,Nutritive Sweetener,White Crystals Or Crystalline Powder,Infrared absorption,Procedure,low_suscept,Xylitol
"Yeast, Autolyzed","Binder, Flavor Enhancer, Flavoring Agent, Protein Source","Granular, Powdered, Flake, Or Paste Form",None,Protein,high_suscept,Yeastautolyzed
"Yeast, Dried","Carrier, Flavor Enhancer","Light Brown To Buff Powder, Granules, Or Flakes",Microscopy,Protein,high_suscept,Yeastdried
Yeast Extract,"Flavor Enhancer, Flavoring Agent","Liquid, Paste, Powder, Or Granular Substance",None,Protein,high_suscept,Yeastextract
Zein,"Surface Finishing Agent, Texturizing Agent","Very Light Yellow To Tan Colored, Granular Or Fine Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Zein
Zinc Gluconate,Nutrient,"White Or Nearly White, Granular Or Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Zincgluconate
Zinc Oxide,Nutrient,"Fine, White, Amorphous Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Zincoxide
Zinc Sulfate,Nutrient,"Colorless, Transparent Prisms Or Small Needles, Or As A Granular, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Zincsulfate
Zingerone,Flavoring Agent,Yellow To Yellow Brown Fused Mass Or Crystals,Infrared spectra,Procedure,pending,Zingerone
