,classification,date_case,date_last_change,reference,country,type,category,subject
591,information for follow-up,20/01/2011,27/04/2011,2011.0076,Spain,food,confectionery,too high content of colour E 129 - Allura Red AC (> 300 mg/kg - ppm) in lollipop from Spain
592,information for follow-up,20/01/2011,25/02/2011,2011.0075,Belgium,food,"dietetic foods, food supplements, fortified foods",E 216 - propyl p-hydroxybenzoate (554; 546 mg/kg - ppm) unauthorised in food supplement from France
593,information for follow-up,19/01/2011,25/02/2011,2011.0072,Finland,food,fruits and vegetables,"unauthorised use of colour E 102 - tartrazine in bamboo shoots from Thailand, via Sweden"
594,alert,19/01/2011,17/02/2011,2011.0073,Finland,food,confectionery,"suffocation risk as a result of the consumption of and E 407 - carrageenan unauthorised in jelly mini-cups from Thailand, via Sweden"
595,border rejection,18/01/2011,03/05/2011,2011.ACH,Germany,food,"soups, broths, sauces and condiments","E 214 - Ethyl-p-hydroxybenzoate (34.2 mg/100ml) unauthorised in soy sauce from China, via Hong Kong"
596,information for attention,18/01/2011,25/02/2011,2011.0066,Denmark,food,cereals and bakery products,unauthorised use of colour E 102 - tartrazine (23 mg/kg - ppm) in noodles from Thailand
597,information for follow-up,18/01/2011,25/02/2011,2011.0067,Commission Services,food,non-alcoholic beverages,"too high content of sweetener E 952 - cyclamate (697 mg/l) and of sweetener E 954 - saccharin (160 mg/l) and unauthorised use of colour E 123 - amaranth in beverage from Brazil, via Germany"
598,border rejection,13/01/2011,10/08/2011,2011.ABJ,Greece,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1200 mg/kg - ppm) and unauthorised colours Sudan 1 (0.7 mg/kg - ppm) and Sudan Red G (0.2 mg/kg - ppm) in fresh tomato sauce from Georgia
599,border rejection,13/01/2011,14/02/2011,2011.ABL,Greece,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1166 mg/kg - ppm) in tkemali green sauce from Georgia
600,border rejection,13/01/2011,13/01/2011,2011.ABM,Greece,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1085 mg/kg - ppm) in tomato sauce from Georgia
601,border rejection,10/01/2011,24/01/2011,2011.AAU,Italy,food,fish and fish products,unauthorised food additive E 637 - ethyl maltol in frozen fish and shrimp products from China
602,border rejection,05/01/2011,05/01/2011,2011.AAM,United Kingdom,food,"nuts, nut products and seeds",unauthorised use of colour E 127 - erythrosine in sugar coated fennel seeds from India
603,border rejection,29/12/2010,29/12/2010,2010.CIT,Italy,food,cereals and bakery products,unauthorised use of colour E 102 - tartrazine and of colour E 110 - Sunset Yellow FCF in plantain flour from Ghana
604,alert,23/12/2010,13/01/2011,2010.1758,Finland,food,"nuts, nut products and seeds","undeclared sulphite (118; 18; 135; 49; 150 mg/kg - ppm) in organic coconut flour from the Philippines, packaged in Germany"
605,information,14/12/2010,07/02/2011,2010.1693,Slovakia,food,herbs and spices,unauthorised use of colour E 123 - amaranth (20.52 mg/kg - ppm) in spice mixture from the Czech Republic
606,information,13/12/2010,20/12/2010,2010.1688,Italy,food,non-alcoholic beverages,undeclared caffeine in soft drink from Peru
607,information,10/12/2010,10/12/2010,2010.1675,United Kingdom,food,"soups, broths, sauces and condiments",undeclared sulphite (20 mg/kg - ppm) in pomegranate molasses from Syria
608,information,09/12/2010,20/12/2010,2010.1671,Greece,food,cereals and bakery products,unauthorised use of colour E 124 - Ponceau 4R / cochineal red A (73.2 mg/kg - ppm) in rose petal shaped pasta from Greece
609,border rejection,08/12/2010,01/03/2011,2010.CEW,United Kingdom,food,herbs and spices,unauthorised use of colour E 127 - erythrosine in sugar coated fennel from India
610,border rejection,08/12/2010,08/12/2010,2010.CEZ,Cyprus,food,confectionery,unauthorised use of colour E 143 - fast green FCF / FD&C green in cake decorations from the United States
611,border rejection,08/12/2010,08/12/2010,2010.CEY,Cyprus,food,confectionery,unauthorised use of colour E 143 - fast green FCF / FD&C green in cake decorations from the United States
612,information,03/12/2010,07/01/2015,2010.1647,Czech Republic,food,fruits and vegetables,"too high content of sulphite (656 mg/kg - ppm) in dried candied pears from China, packaged in Slovakia, via Germany and via the Netherlands"
613,information,01/12/2010,28/12/2010,2010.1638,Greece,food,non-alcoholic beverages,"too high content of E 211 - sodium benzoate (199.8 mg/l), undeclared colour E 122 - azorubine and E 200 - sorbic acid in and incorrect labelling on pomegranate concentrate from Spain"
614,information,25/11/2010,22/12/2010,2010.1608,Germany,food,"soups, broths, sauces and condiments","E 216 - propyl p-hydroxybenzoate (90.2 mg/kg - ppm) and E 214 - Ethyl-p-hydroxybenzoate (123 mg/kg - ppm) unauthorised in soy sauce from China, via Hong Kong"
615,border rejection,24/11/2010,07/01/2015,2010.CCH,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (sum of benzoates: 840 ; 920 mg/kg - ppm) and of sulphite (544; 698 mg/l) in orange juice concentrate from Israel
616,border rejection,22/11/2010,25/07/2011,2010.CBJ,Slovakia,food,confectionery,high content of caffeine (674.39 mg/kg - ppm) in guarana jelly mints from Croatia
617,border rejection,22/11/2010,25/07/2011,2010.CBI,Slovakia,food,confectionery,high content of caffeine (685.82 mg/kg - ppm) in guarana jelly mints from Croatia
618,information,22/11/2010,26/01/2011,2010.1589,Slovakia,food,fish and fish products,"too high content of the sum of colour E 102 - tartrazine, of colour E 124 - Ponceau 4R / cochineal red A and of colour E 151 - Brilliant Black BN / Black PN in black capelin caviar from Denmark, via the Czech Republic"
619,information,22/11/2010,25/01/2011,2010.1592,Cyprus,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (378; 292 mg/kg - ppm) in ice cream cones from Greece
620,border rejection,19/11/2010,20/12/2010,2010.CAT,Greece,food,fruits and vegetables,undeclared sulphite (20.6 mg/kg - ppm) in red roasted peppers from Turkey
621,alert,19/11/2010,06/12/2010,2010.1584,Slovenia,food,cereals and bakery products,too high content of coumarin (130 mg/kg - ppm) in organic apple and cinnamon muesli from the Netherlands
622,information,18/11/2010,28/01/2011,2010.1575,Finland,food,confectionery,"unauthorised use of colour E 123 - amaranth in cracker and wafer sandwich filled with chocolate cream from the Philippines, via the Netherlands"
623,information,17/11/2010,17/11/2010,2010.1570,Finland,food,herbs and spices,"unauthorised use of colour E 160b - annato/bixin/norbixin in curry powder from Vietnam, via the Netherlands"
624,information,17/11/2010,17/11/2010,2010.1567,Finland,food,non-alcoholic beverages,"unauthorised use of colour E 143 - fast green FCF / FD&C green in canned soft drink from Thailand, via the Netherlands"
625,information,16/11/2010,16/12/2010,2010.1565,Finland,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (185 mg/l) in non-alcoholic mulled wine from Sweden
626,information,12/11/2010,17/01/2011,2010.1557,Slovakia,food,cereals and bakery products,unauthorised use of colour E 102 - tartrazine (8.38 mg/kg - ppm) and of colour E 110 - Sunset Yellow FCF (0.72 mg/kg - ppm) in noodles from the United Kingdom
627,border rejection,12/11/2010,12/11/2010,2010.BZB,Ireland,food,confectionery,E 425 - konjac unauthorised in jelly mini cups from China
628,information,11/11/2010,22/11/2010,2010.1550,Greece,food,"soups, broths, sauces and condiments","sulphite (79.2 mg/kg - ppm) unauthorised in sriracha chilli sauce from the United States, via the Netherlands"
629,border rejection,08/11/2010,08/11/2010,2010.BYA,Spain,food,meat and meat products (other than poultry),E 231 - orthophenylphenol (0.05 mg/kg - ppm) in salted pork casings from Egypt
630,information,05/11/2010,05/11/2010,2010.1510,Italy,food,fish and fish products,unauthorised use of colour E 124 - Ponceau 4R / cochineal red A in vacuum packed frozen tuna (Thunnes albacares) from the Netherlands
631,border rejection,03/11/2010,26/01/2012,2010.BXB,Latvia,food,fruits and vegetables,too high content of E 200 - sorbic acid (2546 mg/kg - ppm) in dried pitted prunes from Argentina
632,information,03/11/2010,12/11/2010,2010.1491,Slovakia,food,non-alcoholic beverages,too high content of sweetener E 952 - cyclamate (574.36 mg/kg - ppm) in cocktail flavoured drink powder from Turkey
633,alert,27/10/2010,09/12/2010,2010.1458,Greece,food,fruits and vegetables,"undeclared sulphite (55.8 mg/kg - ppm) in dried figs from Turkey, packaged in the United Kingdom"
634,border rejection,26/10/2010,08/12/2010,2010.BVN,Poland,food,alcoholic beverages,E 363 - succinic acid unauthorised in vodka from Ukraine
635,information,25/10/2010,07/12/2010,2010.1449,Czech Republic,food,"dietetic foods, food supplements, fortified foods",too high content of the sum of colours E 132 - indigotine /  indigo carmine (309 mg/kg - ppm) and of colour E 133 - Brilliant Blue FCF (355 mg/kg - ppm) in food supplement for sportsmen from the United States via Hungary
636,information,14/10/2010,07/01/2015,2010.1389,Czech Republic,food,cereals and bakery products,too high content of sulphite (124 mg/kg - ppm) in salty crackers from Hungary
637,information,14/10/2010,07/01/2015,2010.1388,Czech Republic,food,cereals and bakery products,too high content of sulphite (124 mg/kg - ppm) in salty crackers with paprika flavour from Hungary
638,alert,13/10/2010,25/07/2011,2010.1385,Germany,food,non-alcoholic beverages,"too high content of E 210 - benzoic acid (477 mg/l) and of E 200 - sorbic acid (389 mg/l), high content of caffeine (674 mg/l) in and risk of overdosage with nicotinic acid (14.63 mg/100ml) from consuming energy drink from the United States, via the Netherlands"
639,information,05/10/2010,01/12/2010,2010.1344,Slovakia,food,"dietetic foods, food supplements, fortified foods","too high content of sweetener E 952 - cyclamate (350 mg/kg - ppm) in powder drink from Turkey, via Hungary"
640,border rejection,01/10/2010,01/10/2010,2010.BRM,Italy,food,ices and desserts,too high content of colour E 124 - Ponceau 4R / cochineal red A (in product: 897; in dessert: 75; 135; 42 mg/kg - ppm) in jelly for pudding from Ecuador
641,border rejection,27/09/2010,29/10/2012,2010.BQM,Slovakia,food,confectionery,"too high content of colour E 124 - Ponceau 4R / cochineal red A (95,4 mg/kg - ppm) in watermelon bubble gum from Turkey"
642,border rejection,24/09/2010,21/10/2010,2010.BQF,Cyprus,food,"soups, broths, sauces and condiments",unauthorised use of colour E 127 - erythrosine in spaghetti sauce from the Philippines
643,alert,23/09/2010,21/12/2011,2010.1282,Czech Republic,food,"dietetic foods, food supplements, fortified foods","unauthorised substance yohimbine (0,888 mg/item) and unauthorised use of colour E 127 - erythrosine in food supplement from the United States"
644,border rejection,14/09/2010,14/09/2010,2010.BOU,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (198; 511 mg/l) in tea and yerba mate extract drink from the United States
645,border rejection,01/09/2010,11/09/2012,2010.BMO,United Kingdom,food,non-alcoholic beverages,too high content of colour E 110 - Sunset Yellow FCF (68 mg/l) in soft drink from India
646,border rejection,01/09/2010,01/09/2010,2010.BMN,United Kingdom,food,"nuts, nut products and seeds",unauthorised use of colour E 127 - erythrosine (detected) in sugar coated fennel seeds from India
647,border rejection,27/08/2010,28/09/2012,2010.BLV,United Kingdom,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (100 mg/kg - ppm) in chilli powder from Guinea
648,border rejection,27/08/2010,27/08/2010,2010.BLX,United Kingdom,food,confectionery,suffocation risk as a result of the consumption of and E 407 - carrageenan unauthorised in jelly mini-cups from Malaysia
649,border rejection,25/08/2010,11/09/2012,2010.BKS,Finland,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (385 mg/l) in vanilla soft drink from the United States
650,border rejection,25/08/2010,16/07/2012,2010.BKW,Finland,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (605 mg/l) in grape soft drink from the United States
651,alert,25/08/2010,25/08/2010,2010.1170,United Kingdom,food,alcoholic beverages,undeclared sulphite in champagne from France
652,border rejection,25/08/2010,25/08/2010,2010.BKV,Finland,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (225 mg/l) in cherry soft drink from the United States
653,alert,24/08/2010,11/10/2010,2010.1164,Slovakia,food,"soups, broths, sauces and condiments",undeclared sulphite (23; 19.6 mg/kg - ppm) in mustard from the Czech Republic
654,border rejection,20/08/2010,20/08/2010,2010.BKB,Greece,food,cereals and bakery products,too high content of E 280 - propionic acid (2553.7 mg/kg - ppm) in frozen hotdog buns from Turkey
655,border rejection,20/08/2010,20/08/2010,2010.BKA,Greece,food,cereals and bakery products,too high content of E 280 - propionic acid (2473.4 mg/kg - ppm) in frozen hotdog buns from Turkey
656,information,18/08/2010,16/11/2010,2010.1141,Germany,food,"soups, broths, sauces and condiments","E 210 - benzoic acid (498; 747.9 mg/kg - ppm) unauthorised in palm sugar from Thailand, via the Netherlands"
657,information,06/08/2010,21/04/2011,2010.1089,Denmark,food,confectionery,unauthorised use of colour E 160b - annato/bixin/norbixin (7.0 mg/kg - ppm) in lollipops from Argentina
658,information,06/08/2010,04/10/2010,2010.1080,Italy,food,cereals and bakery products,E 210 - benzoic acid (43.9; 38.6; 35 mg/kg - ppm) unauthorised in soft wheat pasta from China
659,border rejection,05/08/2010,11/09/2012,2010.BIB,Greece,food,non-alcoholic beverages,unauthorised use of colour E 160b - annato/bixin/norbixin (0.5 mg/kg - ppm) in mango nectar from Egypt
